ruc_norm,razon_social,ciiu_norm,actividad,segmento,foco_alto_valor,provincia,cant_empleados,activo_total,patrimonio,pasivo_total,ventas_netas,utilidad_operativa,utilidad_neta,anio
328813,BAYA BERRIES S.A.S.,A0125,"A0125.01 - CULTIVO DE BAYAS GROSELLAS, GROSELLAS ESPINOSAS, KIWIS, FRAMBUESAS, FRESAS (FRUTILLAS), MORAS, MORTIÑOS (ARÁNDANOS), UVILLA Y OTRAS BAYAS.",cultivo_fruticola,TRUE,PICHINCHA,6,126476.19,67616.66,58859.53,93035.01,0,-16225.09,2024
740631,BP-VIOLETAS Y ALGO MAS S.A.S.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,7,126243.15,-4971.89,131215.04,146636.97,-37,-1907.38,2024
743143,OSCORT S.A.S.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,GUAYAS,2,126008.14,97042.61,28965.53,2838.17,0,815.61,2024
182501,PROCESADORA AGROPECUARIA ELCAMPEON S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,MANABI,4,125966.73,65821.16,60145.56999999999,519262.59,7023.58,5267.68,2024
313773,ECUADORIAN EXOTIC FOODS EXOTICFOODS S.A.,C1030,"C1030.14 - FABRICACIÓN DE PRODUCTOS ALIMENTICIOS A PARTIR DE (UN SOLO COMPONENTE) FRUTAS, LEGUMBRES Y HORTALIZAS; INCLUSO SNACKS DE PLÁTANO (CHIFLES), YUCA, FRUTAS, ETCÉTERA, EXCEPTO PAPA.",procesamiento,FALSE,GUAYAS,4,125966.73,65821.16,60145.56999999999,519262.59,7023.58,5267.68,2024
718079,SILICAMAR S.A.,A0122,"A0122.09 - OTROS CULTIVOS DE FRUTAS TROPICALES Y SUBTROPICALES: PAPAYAS, BABACOS, CHAMBUROS, AGUACATES, HIGOS, ARAZÁ, GUAYABAS, GUANÁBANA, GUABA, CHIRIMOYA, NARANJILLAS, ZAPOTES, BOROJÓ, TAMARINDO, GRANADILLAS, DÁTILES, ETCÉTERA.",cultivo_fruticola,TRUE,GUAYAS,2,125817.52,111046.12,14771.400000000009,509951.22,0,5993.16,2024
106456,DISINMED S.A.,A0127,A0127.02 - CULTIVO DE CACAO.,cultivo_fruticola,FALSE,GUAYAS,2,125435.86,15607.92,109827.94,39704.09,418.19,326.19,2024
145749,CUREFOR S.A.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,GUAYAS,1,125143.53,123420.33,1723.199999999997,939.44,-802.32,-802.32,2024
149182,WOLFPACK SOLUCIONES INTEGRALES CIA. LTDA.,G4630,"G4630.14 - VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.",comercio_mayorista,FALSE,PICHINCHA,2,125105.53,11739.78,113365.75,78736.2,1.68,0.74,2024
361041,A&S CONDIMESP S.A.S.,G4620,G4620.11 - VENTA AL POR MAYOR DE CEREALES (GRANOS) Y SEMILLAS.,comercio_mayorista,FALSE,PICHINCHA,10,125103.01,82701.8,42401.20999999999,1151634.22,54900.9,24057.7,2024
726484,AMPELCL CIA.LTDA.,A0122,"A0122.09 - OTROS CULTIVOS DE FRUTAS TROPICALES Y SUBTROPICALES: PAPAYAS, BABACOS, CHAMBUROS, AGUACATES, HIGOS, ARAZÁ, GUAYABAS, GUANÁBANA, GUABA, CHIRIMOYA, NARANJILLAS, ZAPOTES, BOROJÓ, TAMARINDO, GRANADILLAS, DÁTILES, ETCÉTERA.",cultivo_fruticola,TRUE,LOS RIOS,9,125095.74,105115.64,19980.100000000006,239675.39,-12044.48,-12044.48,2024
342058,ECUAPARADISE S.A.S.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,CHIMBORAZO,3,124662.47,14024.12,110638.35,94538.31,29540.84,13024.12,2024
147226,PICOVILL S.A.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,GUAYAS,5,124335.83,113505.58,10830.25,8815,3226.92,2509.52,2024
333059,PROMARS S.A.,G4630,G4630.32 - VENTA AL POR MAYOR DE CAMARÓN Y LANGOSTINOS.,comercio_mayorista,FALSE,GUAYAS,5,124230.82,-89335.88,213566.7,127092.8,0,-91456.78,2024
181295,AGROCARPI S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,EL ORO,4,124203.02,123889.43,313.59000000001106,45347.11,-1574.59,-1574.59,2024
153217,CALVADOS DE SAN AGUSTIN CIA. LTDA.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,4,123899.84,117011.43,6888.4100000000035,332757.31,-7364.03,-7364.03,2024
754932,BELLEVUEFLOWERS S.A.S.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,8,123807.76,-133739.06,257546.82,153739.94,-143739.06,-143739.06,2024
336218,JELAP FRUIT ECUADOR S.A.S.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,PICHINCHA,2,123764.78,82734.41,41030.369999999995,1072934.33,95160.5,95160.5,2024
131574,IMPERIALGROUP S.A.,G4630,G4630.91 - VENTA AL POR MAYOR DE ARROZ.,comercio_mayorista,FALSE,GUAYAS,5,123741.54,123741.54,0,565,0,0,2024
725912,ALLEGROFARMS ALLFLOWERS CIA.LTDA.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,4,123594.38,9403.43,114190.95000000001,1291299.5,0,7999.26,2024
372674,RECICLATEC S.A.S.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,GUAYAS,1,123187.8,80309.9,42877.90000000001,110591.23,0,79309.9,2024
326170,NEW START AGRI-ES S.A.S.,G4620,G4620.11 - VENTA AL POR MAYOR DE CEREALES (GRANOS) Y SEMILLAS.,comercio_mayorista,FALSE,SANTO DOMINGO DE LOS TSACHILAS,4,122982.06,11371.34,111610.72,104552.89,269.24,210.01,2024
753345,GIOMIFLOR S.A.S.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,10,122841.69,17491.49,105350.2,849550.39,3091.36,3091.36,2024
349558,ECUADELICIOUS S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,GUAYAS,6,122451.03,899.42,121551.61,433794.51,99.42,99.42,2024
139569,ASHRAFIT CIA. LTDA.,G4630,G4630.31 - VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CÁRNICOS (INCLUIDAS LAS AVES DE CORRAL).,comercio_mayorista,FALSE,PICHINCHA,4,122267.4,-3036.63,125304.03,694342.36,-3436.63,-3436.63,2024
717475,ECUADOR ORIGIN PRODUCTS ECUAEXPORTATION CIA.LTDA.,C1073,"C1073.21 - ELABORACIÓN DE PRODUCTOS DE CONFITERÍA: CARAMELOS, TURRÓN, GRAGEAS Y PASTILLAS DE CONFITERÍA, GOMA DE MASCAR (CHICLES), CONFITES BLANDOS, CONFITERÍA A BASE DE CHOCOLATE Y CHOCOLATE BLANCO, ETCÉTERA.",procesamiento,FALSE,PICHINCHA,4,121649.19,3149.92,118499.27,193263.17,1827.43,2149.92,2024
301172,MAQUILUGO S.A.,A0122,A0122.03 - CULTIVO DE MARACUYÁ.,cultivo_fruticola,FALSE,EL ORO,1,121392.33,19252.4,102139.93,56532,4182.09,4182.09,2024
335209,DISTRIMAR S.A.S.,G4620,G4620.12 - VENTA AL POR MAYOR DE FRUTOS Y SEMILLAS OLEAGINOSAS.,comercio_mayorista,FALSE,GUAYAS,4,120412,107162.28,13249.720000000001,10000,0,9248.45,2024
60755,ECUABONTURE S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,18,120393.54,85654.93,34738.61,201005.86,5164.08,5164.08,2024
313414,ANCATROPICALFRESH CIA.LTDA.,A0125,"A0125.09 - OTROS CULTIVOS DE FRUTOS DE ÁRBOLES Y ARBUSTOS: PITAHAYA, TUNA, ALGARROBA, TAXOS, ETCÉTERA.",cultivo_fruticola,TRUE,TUNGURAHUA,4,119952.82,57211.11,62741.71000000001,11110.15,-11708.13,-9132.34,2024
371294,KAORI EXPORT S.A.S.,G4630,"G4630.14 - VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.",comercio_mayorista,FALSE,GUAYAS,1,119929.79,24549.75,95380.04,69608.7,23549.75,23549.75,2024
318842,RIPA TUNA CIA.LTDA.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,MANABI,4,119603.46,92105.61,27497.850000000006,1545368.08,0,17610.67,2024
322889,SEAFARIMARFISH S.A.S.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,EL ORO,5,119483.05,57320.03,62163.020000000004,751599.2,8265.35,6446.97,2024
332838,LATITUD PROVISIONS S.A.S. B.I.C.,C1030,"C1030.14 - FABRICACIÓN DE PRODUCTOS ALIMENTICIOS A PARTIR DE (UN SOLO COMPONENTE) FRUTAS, LEGUMBRES Y HORTALIZAS; INCLUSO SNACKS DE PLÁTANO (CHIFLES), YUCA, FRUTAS, ETCÉTERA, EXCEPTO PAPA.",procesamiento,FALSE,EL ORO,4,119260.44,22723.78,96536.66,350028.1,29004.85,22623.78,2024
365151,LIDRINK S.A.S.,G4630,"G4630.95 - VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS, INCLUSO EL ENVASADO DE VINO A GRANEL SIN TRANSFORMACIÓN.",comercio_mayorista,FALSE,GUAYAS,2,118629.17,24448.51,94180.66,144755.63,24298.51,24298.51,2024
339005,GRUPOPRIMAVERA S.A.S. B.I.C.,A0125,"A0125.01 - CULTIVO DE BAYAS GROSELLAS, GROSELLAS ESPINOSAS, KIWIS, FRAMBUESAS, FRESAS (FRUTILLAS), MORAS, MORTIÑOS (ARÁNDANOS), UVILLA Y OTRAS BAYAS.",cultivo_fruticola,TRUE,IMBABURA,3,118028.5,2899.61,115128.89,24472.12,0,226.27,2024
145349,DALIFLOWERS S.A.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,5,117858.14,70315.21,47542.92999999999,171949.02,6231.29,3918.24,2024
304905,PRODUCTORA ORGANICA ALIMENTICIA SIERKOSTA S.A.,A0125,"A0125.09 - OTROS CULTIVOS DE FRUTOS DE ÁRBOLES Y ARBUSTOS: PITAHAYA, TUNA, ALGARROBA, TAXOS, ETCÉTERA.",cultivo_fruticola,TRUE,GUAYAS,4,117227.36,16934.28,100293.08,1293.59,-20257.4,-20257.4,2024
308830,IMPORTADORA INDUSTRIAL AGRICOLA JIMENEZ ROMERO JIMEAGROS S.A.,G4620,"G4620.14 - VENTA AL POR MAYOR DE DESECHOS, RESIDUOS Y PRODUCTOS DERIVADOS USADOS PARA ALIMENTAR ANIMALES (FORRAJE), INCLUYE MATERIAS PRIMAS AGRARIAS.",comercio_mayorista,FALSE,EL ORO,4,117024.29,88457.99,28566.29999999999,93771,8502.1,6631.64,2024
38587,LUMASESA S.A.,A0127,A0127.02 - CULTIVO DE CACAO.,cultivo_fruticola,FALSE,GUAYAS,4,116824.28,16134.71,100689.57,484061.08,935.27,935.27,2024
703532,COMPAÑIA DE COMERCIO FRESHDITT FRESH DIRECT S.A.,A0125,A0125.03 - PRODUCCIÓN DE SEMILLAS DE FRUTAS.,cultivo_fruticola,FALSE,GUAYAS,3,116525.45,28731.84,87793.61,569829.42,0,25743.63,2024
731631,MCM-EXPORT S.A.,G4630,G4630.32 - VENTA AL POR MAYOR DE CAMARÓN Y LANGOSTINOS.,comercio_mayorista,FALSE,GUAYAS,4,116520.56,50984.3,65536.26,2031785.21,0,200844.4,2024
308697,BIOTEK-EC SA COMERCIALIZADORA BIOTEK-EC S.A.,G4620,"G4620.14 - VENTA AL POR MAYOR DE DESECHOS, RESIDUOS Y PRODUCTOS DERIVADOS USADOS PARA ALIMENTAR ANIMALES (FORRAJE), INCLUYE MATERIAS PRIMAS AGRARIAS.",comercio_mayorista,FALSE,GUAYAS,3,116350.83,32756.63,83594.2,351296.78,12010.1,9007.58,2024
756331,EXPORMIA BANANAS S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,EL ORO,4,116046.96,24513.51,91533.45000000001,609172.65,0,23713.51,2024
301033,INVERMUDRO S.A.,A0126,A0126.01 - CULTIVO DE PALMAS DE ACEITE (PALMA AFRICANA).,cultivo_fruticola,FALSE,GUAYAS,4,115942.5,34258.11,81684.39,57745.55,1817.37,1417.55,2024
319838,NBR FRUIT COMPANY S.A.S.,A0125,"A0125.09 - OTROS CULTIVOS DE FRUTOS DE ÁRBOLES Y ARBUSTOS: PITAHAYA, TUNA, ALGARROBA, TAXOS, ETCÉTERA.",cultivo_fruticola,TRUE,GUAYAS,1,115166.62,-349214.41,464381.02999999997,176860.89,-95952.51,-95952.51,2024
733106,FRU & GAR CIA.LTDA.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,PICHINCHA,10,115123,37724.96,77398.04000000001,694680.49,417.44,309.4,2024
335497,GAMBERMAR C.A.,G4630,G4630.32 - VENTA AL POR MAYOR DE CAMARÓN Y LANGOSTINOS.,comercio_mayorista,FALSE,GUAYAS,11,114761.33,33669.64,81091.69,218075.82,15000,15000,2024
726876,SPORA C.L.,G4620,G4620.19 - VENTA AL POR MAYOR DE OTRAS MATERIAS PRIMAS AGROPECUARIAS.,comercio_mayorista,FALSE,GUAYAS,2,114431.22,48974.13,65457.090000000004,241180.09,2699.96,-921.16,2024
735978,PROTEINAS&COMPANY S.A.S.,G4630,G4630.31 - VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CÁRNICOS (INCLUIDAS LAS AVES DE CORRAL).,comercio_mayorista,FALSE,GUAYAS,5,114106.75,56447.65,57659.1,535684.06,21862.53,17052.77,2024
361134,CENTRO DE ACOPIO DESOF S.A.S.,G4630,"G4630.14 - VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.",comercio_mayorista,FALSE,PICHINCHA,5,113714.59,42043.99,71670.6,1166938.8,32297.51,12043.99,2024
38822,LUCKYFRUIT S.A.,A0122,"A0122.09 - OTROS CULTIVOS DE FRUTAS TROPICALES Y SUBTROPICALES: PAPAYAS, BABACOS, CHAMBUROS, AGUACATES, HIGOS, ARAZÁ, GUAYABAS, GUANÁBANA, GUABA, CHIRIMOYA, NARANJILLAS, ZAPOTES, BOROJÓ, TAMARINDO, GRANADILLAS, DÁTILES, ETCÉTERA.",cultivo_fruticola,TRUE,GUAYAS,4,113703.23,69620.35,44082.87999999999,47680.62,-30114.16,-23489.1,2024
128444,LISENAR S.A.,A0125,"A0125.09 - OTROS CULTIVOS DE FRUTOS DE ÁRBOLES Y ARBUSTOS: PITAHAYA, TUNA, ALGARROBA, TAXOS, ETCÉTERA.",cultivo_fruticola,TRUE,GUAYAS,4,113160.38,800,112360.38,0.03,0,0,2024
365810,PESCABUENA S.A.S.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,MANABI,3,112986.43,1962.92,111023.51,324900.53,0,962.92,2024
735334,BANADMR CIA.LTDA.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,EL ORO,4,112978.56,-164021.44,277000,359280.06,-164821.44,-164821.44,2024
359492,PRIMAFRUTA S.A.S.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,GUAYAS,1,112817.83,3153.02,109664.81,923.04,2760.28,1937.72,2024
757340,AGROPILA S.A.S.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,3,112802.53,111463.35,1339.179999999993,112002.53,112002.53,110663.35,2024
703059,CFBAKE CIA.LTDA.,G4630,G4630.93 - VENTA AL POR MAYOR DE PRODUCTOS DE PANADERÍA Y REPOSTERÍA.,comercio_mayorista,FALSE,PICHINCHA,4,112700.83,16484.77,96216.06,405978.07,8916.57,6935.05,2024
365428,ARECACAO S.A.S.,G4630,"G4630.14 - VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.",comercio_mayorista,FALSE,EL ORO,2,112327.45,112327.45,0,689732.12,0,92327.45,2024
98387,PASIONVENTAS S.A.,G4630,"G4630.92 - VENTA AL POR MAYOR DE AZÚCAR, CHOCOLATE Y PRODUCTOS DE CONFITERÍA.",comercio_mayorista,FALSE,GUAYAS,5,112146.93,23295.79,88851.13999999998,158823.63,11976.93,9900.02,2024
352580,FRUTANA S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,GUAYAS,6,111991.58,67153.15,44838.43000000001,90580,21991.22,17153.15,2024
327358,AGRISUP S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,GUAYAS,4,111985.24,79809.38,32175.86,1394715.25,16006.39,11834.17,2024
747160,ASOBANLIT EXPORT S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,EL ORO,4,111976.38,10792.86,101183.52,2929617.76,0,14942.53,2024
313777,DISTRIDELIMAR S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,MANABI,5,111828.81,57755.27,54073.54,289754.16,18056.09,13463.49,2024
313171,FRIGORIFICO SAN RAFAEL FRIGOFISH CIA.LTDA.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,MANABI,4,111650.98,110608.29,1042.6900000000023,124269.1,43685.59,43685.59,2024
178392,COMERCIALIZADORA CODANMONG S. A.,G4630,G4630.32 - VENTA AL POR MAYOR DE CAMARÓN Y LANGOSTINOS.,comercio_mayorista,FALSE,EL ORO,4,111005.69,75203.95,35801.740000000005,189267.95,34477.4,31867.64,2024
354930,EXPORTADORA PRIMUN S.A.S.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,GUAYAS,3,110582.35,49963.07,60619.280000000006,746137.85,6347.29,5133.93,2024
723201,MOONSHOT S.A.,C1030,"C1030.14 - FABRICACIÓN DE PRODUCTOS ALIMENTICIOS A PARTIR DE (UN SOLO COMPONENTE) FRUTAS, LEGUMBRES Y HORTALIZAS; INCLUSO SNACKS DE PLÁTANO (CHIFLES), YUCA, FRUTAS, ETCÉTERA, EXCEPTO PAPA.",procesamiento,FALSE,PICHINCHA,7,110398.1,-81249.31,191647.41,32664.66,0,-83710.99,2024
369781,ACOPIO PARROQUIAL HG CACAO S.A.S.,G4630,"G4630.14 - VENTA AL POR MAYOR DE CAFÉ, CACAO, TE Y ESPECIAS.",comercio_mayorista,FALSE,EL ORO,2,110353.82,110353.82,0,159471.03,219707.64,109853.82,2024
351123,TIKAESSENCE S.A.S.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,1,110330.54,-25150.1,135480.63999999998,91797.75,1479.02,537.18,2024
753267,CORPORACION CAPITAL CORPCAP S.A.S.,G4630,"G4630.95 - VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS, INCLUSO EL ENVASADO DE VINO A GRANEL SIN TRANSFORMACIÓN.",comercio_mayorista,FALSE,EL ORO,2,110315.42,109982.93,332.49000000000524,311897.31,-265.29,-265.29,2024
742415,LOGISTICPASS S.A.S.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,PICHINCHA,16,110082.57,28562.68,81519.89000000001,509592,36423.79,30401.59,2024
337506,COMPANY GTSEC S.A.S.,G4630,"G4630.94 - VENTA AL POR MAYOR DE BEBIDAS NO ALCOHÓLICAS (JUGOS, GASEOSAS, AGUA MINERAL, ETCÉTERA).",comercio_mayorista,FALSE,SANTO DOMINGO DE LOS TSACHILAS,4,110061.5,21533.91,88527.59,180351.23,18737.57,18737.57,2024
103834,AGROEXPERIENCIA S.A.,A0122,A0122.01 - CULTIVO DE BANANOS Y PLÁTANOS.,cultivo_fruticola,FALSE,LOS RIOS,2,109866.97,101889.95,7977.020000000004,15982.18,1880.3,746.42,2024
739709,CIAROSSGRUP S.A.,G4620,G4620.11 - VENTA AL POR MAYOR DE CEREALES (GRANOS) Y SEMILLAS.,comercio_mayorista,FALSE,CARCHI,2,109826.6,54166.5,55660.100000000006,101734.37,0,1413.46,2024
176242,AGROINDUSTRIAL MONTERREY AGROINDUREY S.A.,A0126,A0126.01 - CULTIVO DE PALMAS DE ACEITE (PALMA AFRICANA).,cultivo_fruticola,FALSE,ESMERALDAS,4,109737.12,109737.12,0,0.11,-29706.9,-29706.9,2024
358500,DISPEQ S.A.S.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,AZUAY,4,109584.86,6339.3,103245.56,416268.43,5789.94,5339.3,2024
717016,PALMERAS DEL PACÍFICO AGROPACIFICPALM CIA.LTDA.,G4630,G4630.23 - VENTA AL POR MAYOR DE ACEITES Y GRASAS COMESTIBLES DE ORIGEN ANIMAL O VEGETAL.,comercio_mayorista,FALSE,PICHINCHA,4,109573.05,36429.94,73143.11,254376.33,14799.69,11249.26,2024
738328,SANSUA S.A.,G4630,G4630.11 - VENTA AL POR MAYOR DE BANANO Y PLÁTANO.,comercio_mayorista,FALSE,GUAYAS,1,109407.36,64737.16,44670.2,752482.03,0,50425.94,2024
360658,BLESMOR S.A.S.,G4630,G4630.91 - VENTA AL POR MAYOR DE ARROZ.,comercio_mayorista,FALSE,GUAYAS,2,109161.32,19074.97,90086.35,717660.2,23429.45,18274.97,2024
359889,VALERITO ENRIQUEZ S.A.S.,A0127,A0127.02 - CULTIVO DE CACAO.,cultivo_fruticola,FALSE,COTOPAXI,2,108704.73,86764.73,21940,135219.5,86564.73,86564.73,2024
119323,TRADEFLORAL S.A.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,GUAYAS,4,108404.9,58181.04,50223.85999999999,853.82,175.93,75.4,2024
318956,SALDA S.A.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,GUAYAS,4,108060.09,455.09,107605,4691.67,0,-1057.47,2024
744492,INDUSTRIA DE ALIMENTOS MONTES IAM S.A.S.,C1030,"C1030.16 - ELABORACIÓN DE COMPOTAS, MERMELADAS Y JALEAS, PURÉS Y OTRAS CONFITURAS DE FRUTAS O FRUTOS SECOS.",procesamiento,FALSE,PICHINCHA,5,108004.32,22725.33,85278.99,320763.95,3676.9,2063.24,2024
701455,FERTILISUR S.A.,G4620,"G4620.14 - VENTA AL POR MAYOR DE DESECHOS, RESIDUOS Y PRODUCTOS DERIVADOS USADOS PARA ALIMENTAR ANIMALES (FORRAJE), INCLUYE MATERIAS PRIMAS AGRARIAS.",comercio_mayorista,FALSE,EL ORO,4,107624.2,48497.79,59126.409999999996,6500,0,27.02,2024
361963,KINGFISH EXPORT S.A.,G4630,"G4630.33 - VENTA AL POR MAYOR DE PESCADO, CRUSTÁCEOS, MOLUSCOS Y PRODUCTOS DE LA PESCA.",comercio_mayorista,FALSE,GUAYAS,2,107407.85,-23740.18,131148.03,1421169.14,-24540.18,-24540.18,2024
39533,JULIO PESANTEZ C. LTDA.,G4630,"G4630.95 - VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS, INCLUSO EL ENVASADO DE VINO A GRANEL SIN TRANSFORMACIÓN.",comercio_mayorista,FALSE,EL ORO,2,107327.07,17101.89,90225.18000000001,30251.81,527.45,411.41,2024
751361,P&B ROSES S.A.,G4620,G4620.15 - VENTA AL POR MAYOR DE FLORES Y PLANTAS.,comercio_mayorista,FALSE,COTOPAXI,21,107254.32,4483.99,102770.33,63093.79,641.91,479.98,2024
301254,DISTRIBUIDORA DEL LLANO KUS CIA.LTDA.,G4630,G4630.31 - VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CÁRNICOS (INCLUIDAS LAS AVES DE CORRAL).,comercio_mayorista,FALSE,PICHINCHA,4,107180.17,28945.12,78235.05,864749.35,4979.45,3883.97,2024
745641,GESTORA DE PRODUCTOS ALIMENTICIOS GESPRALSA S.A.,G4620,"G4620.14 - VENTA AL POR MAYOR DE DESECHOS, RESIDUOS Y PRODUCTOS DERIVADOS USADOS PARA ALIMENTAR ANIMALES (FORRAJE), INCLUYE MATERIAS PRIMAS AGRARIAS.",comercio_mayorista,FALSE,GUAYAS,7,107030.63,67095.09,39935.54000000001,318135.88,27552.13,21490.66,2024
735139,DOSVAQUITAS S.A.S.,A0122,"A0122.09 - OTROS CULTIVOS DE FRUTAS TROPICALES Y SUBTROPICALES: PAPAYAS, BABACOS, CHAMBUROS, AGUACATES, HIGOS, ARAZÁ, GUAYABAS, GUANÁBANA, GUABA, CHIRIMOYA, NARANJILLAS, ZAPOTES, BOROJÓ, TAMARINDO, GRANADILLAS, DÁTILES, ETCÉTERA.",cultivo_fruticola,TRUE,SANTA ELENA,5,106792.01,86792.01,20000,36150.46,0,3650.6,2024
730099,LIOFILIZANDES C.A.,C1030,"C1030.12 - CONSERVACIÓN DE FRUTAS, PULPA DE FRUTAS, LEGUMBRES Y HORTALIZAS MEDIANTE EL CONGELADO, SECADO, DESHIDRATADO, INMERSIÓN EN ACEITE O VINAGRE, ENLATADO, ETCÉTERA.",procesamiento,FALSE,PICHINCHA,11,106377.83,10904.31,95473.52,218320.36,1411.61,949.77,2024
707671,PROCOMALIM PRODUCTORA Y COMERCIALIZADORA DE PRODUCTOS ALIMENTICIOS DEL ECUADOR S.A.,C1030,"C1030.15 - ELABORACIÓN DE JUGOS (ZUMOS), NÉCTARES, CONCENTRADOS DE FRUTA FRESCA Y HORTALIZAS.",procesamiento,FALSE,GUAYAS,3,106200.13,88601.12,17599.01000000001,236389.18,12037.72,14162.02,2024
735469,GGFRUIT S.A.S.,G4630,"G4630.12 - VENTA AL POR MAYOR DE FRUTAS, LEGUMBRES Y HORTALIZAS.",comercio_mayorista,FALSE,PICHINCHA,2,105729.84,70001.59,35728.25,955067.6,0,1545.34,2024
